Bellossom,1,Undaunted,Pokémon - Stage 2,Grass,Rare Holo
Espeon,2,Undaunted,Pokémon - Stage 1,Psychic,Rare Holo
Forretress,3,Undaunted,Pokémon - Stage 1,Metal,Rare Holo
Gliscor,4,Undaunted,Pokémon - Stage 1,Fighting,Rare Holo
Houndoom,5,Undaunted,Pokémon - Stage 1,Darkness,Rare Holo
Magcargo,6,Undaunted,Pokémon - Stage 1,Fire,Rare Holo
Scizor,7,Undaunted,Pokémon - Stage 1,Metal,Rare Holo
Smeargle,8,Undaunted,Pokémon - Basic,Colorless,Rare Holo
Togekiss,9,Undaunted,Pokémon - Stage 2,Colorless,Rare Holo
Umbreon,10,Undaunted,Pokémon - Stage 1,Darkness,Rare Holo
Dodrio,11,Undaunted,Pokémon - Stage 1,Colorless,Rare
Drifblim,12,Undaunted,Pokémon - Stage 1,Psychic,Rare
Forretress,13,Undaunted,Pokémon - Stage 1,Metal,Rare
Hariyama,14,Undaunted,Pokémon - Stage 1,Fighting,Rare
Honchkrow,15,Undaunted,Pokémon - Stage 1,Darkness,Rare
Honchkrow,16,Undaunted,Pokémon - Stage 1,Darkness,Rare
Leafeon,17,Undaunted,Pokémon - Stage 1,Grass,Rare
Metagross,18,Undaunted,Pokémon - Stage 2,Metal,Rare
Mismagius,19,Undaunted,Pokémon - Stage 1,Psychic,Rare
Rotom,20,Undaunted,Pokémon - Basic,Lightning,Rare
Skarmory,21,Undaunted,Pokémon - Basic,Metal,Rare
Tropius,22,Undaunted,Pokémon - Basic,Grass,Rare
Vespiquen,23,Undaunted,Pokémon - Stage 1,Grass,Rare
Vileplume,24,Undaunted,Pokémon - Stage 2,Grass,Rare
Weavile,25,Undaunted,Pokémon - Stage 1,Darkness,Rare
Flareon,26,Undaunted,Pokémon - Stage 1,Fire,Uncommon
Gloom,27,Undaunted,Pokémon - Stage 1,Grass,Uncommon
Jolteon,28,Undaunted,Pokémon - Stage 1,Lightning,Uncommon
Lairon,29,Undaunted,Pokémon - Stage 1,Metal,Uncommon
Metang,30,Undaunted,Pokémon - Stage 1,Metal,Uncommon
Muk,31,Undaunted,Pokémon - Stage 1,Psychic,Uncommon
Pinsir,32,Undaunted,Pokémon - Basic,Grass,Uncommon
Raichu,33,Undaunted,Pokémon - Stage 1,Lightning,Uncommon
Raticate,34,Undaunted,Pokémon - Stage 1,Colorless,Uncommon
Sableye,35,Undaunted,Pokémon - Basic,Darkness,Uncommon
Scyther,36,Undaunted,Pokémon - Basic,Grass,Uncommon
Skuntank,37,Undaunted,Pokémon - Stage 1,Darkness,Uncommon
Slowbro,38,Undaunted,Pokémon - Stage 1,Water,Uncommon
Togetic,39,Undaunted,Pokémon - Stage 1,Colorless,Uncommon
Unown DARK,40,Undaunted,Pokémon - Basic,Psychic,Uncommon
Vaporeon,41,Undaunted,Pokémon - Stage 1,Water,Uncommon
Aron,42,Undaunted,Pokémon - Basic,Metal,Common
Beldum,43,Undaunted,Pokémon - Basic,Metal,Common
Combee,44,Undaunted,Pokémon - Basic,Grass,Common
Doduo,45,Undaunted,Pokémon - Basic,Colorless,Common
Drifloon,46,Undaunted,Pokémon - Basic,Psychic,Common
Eevee,47,Undaunted,Pokémon - Basic,Colorless,Common
Eevee,48,Undaunted,Pokémon - Basic,Colorless,Common
Gligar,49,Undaunted,Pokémon - Basic,Fighting,Common
Grimer,50,Undaunted,Pokémon - Basic,Psychic,Common
Hitmonchan,51,Undaunted,Pokémon - Basic,Fighting,Common
Hitmonlee,52,Undaunted,Pokémon - Basic,Fighting,Common
Houndour,53,Undaunted,Pokémon - Basic,Darkness,Common
Houndour,54,Undaunted,Pokémon - Basic,Darkness,Common
Makuhita,55,Undaunted,Pokémon - Basic,Fighting,Common
Mawile,56,Undaunted,Pokémon - Basic,Metal,Common
Misdreavus,57,Undaunted,Pokémon - Basic,Psychic,Common
Murkrow,58,Undaunted,Pokémon - Basic,Darkness,Common
Murkrow,59,Undaunted,Pokémon - Basic,Darkness,Common
Oddish,60,Undaunted,Pokémon - Basic,Grass,Common
Pikachu,61,Undaunted,Pokémon - Basic,Lightning,Common
Pineco,62,Undaunted,Pokémon - Basic,Grass,Common
Pineco,63,Undaunted,Pokémon - Basic,Grass,Common
Rattata,64,Undaunted,Pokémon - Basic,Colorless,Common
Scyther,65,Undaunted,Pokémon - Basic,Grass,Common
Slowpoke,66,Undaunted,Pokémon - Basic,Water,Common
Slugma,67,Undaunted,Pokémon - Basic,Fire,Common
Sneasel,68,Undaunted,Pokémon - Basic,Darkness,Common
Stunky,69,Undaunted,Pokémon - Basic,Darkness,Common
Togepi,70,Undaunted,Pokémon - Basic,Colorless,Common
Burned Tower,71,Undaunted,Trainer,n/a,Uncommon
