Sewaddle,1,Noble Victories,Pokémon - Basic,Grass,Common
Swadloon,2,Noble Victories,Pokémon - Stage 1,Grass,Uncommon
Leavanny,3,Noble Victories,Pokémon - Stage 2,Grass,Rare
Petilil,4,Noble Victories,Pokémon - Basic,Grass,Common
Lilligant,5,Noble Victories,Pokémon - Stage 1,Grass,Rare
Dwebble,6,Noble Victories,Pokémon - Basic,Grass,Common
Crustle,7,Noble Victories,Pokémon - Stage 1,Grass,Uncommon
Karrablast,8,Noble Victories,Pokémon - Basic,Grass,Common
Foongus,9,Noble Victories,Pokémon - Basic,Grass,Common
Amoonguss,10,Noble Victories,Pokémon - Stage 1,Grass,Uncommon
Shelmet,11,Noble Victories,Pokémon - Basic,Grass,Common
Accelgor,12,Noble Victories,Pokémon - Stage 1,Grass,Rare
Virizion,13,Noble Victories,Pokémon - Basic,Grass,Rare Holo
Victini,14,Noble Victories,Pokémon - Basic,Fire,Rare Holo
Victini,15,Noble Victories,Pokémon - Basic,Fire,Rare Holo
Pansear,16,Noble Victories,Pokémon - Basic,Fire,Common
Simisear,17,Noble Victories,Pokémon - Stage 1,Fire,Uncommon
Heatmor,18,Noble Victories,Pokémon - Basic,Fire,Uncommon
Larvesta,19,Noble Victories,Pokémon - Basic,Fire,Common
Larvesta,20,Noble Victories,Pokémon - Basic,Fire,Common
Volcarona,21,Noble Victories,Pokémon - Stage 1,Fire,Rare
Tympole,22,Noble Victories,Pokémon - Basic,Water,Common
Palpitoad,23,Noble Victories,Pokémon - Stage 1,Water,Uncommon
Seismitoad,24,Noble Victories,Pokémon - Stage 2,Water,Rare
Tirtouga,25,Noble Victories,Pokémon - Restored,Water,Uncommon
Carracosta,26,Noble Victories,Pokémon - Stage 1,Water,Rare
Vanillite,27,Noble Victories,Pokémon - Basic,Water,Common
Vanillish,28,Noble Victories,Pokémon - Stage 1,Water,Uncommon
Vanilluxe,29,Noble Victories,Pokémon - Stage 2,Water,Rare
Frillish,30,Noble Victories,Pokémon - Basic,Water,Common
Jellicent,31,Noble Victories,Pokémon - Stage 1,Water,Rare
Cryogonal,32,Noble Victories,Pokémon - Basic,Water,Uncommon
Cryogonal,33,Noble Victories,Pokémon - Basic,Water,Rare
Kyurem,34,Noble Victories,Pokémon - Basic,Water,Rare Holo
Blitzle,35,Noble Victories,Pokémon - Basic,Lightning,Common
Zebstrika,36,Noble Victories,Pokémon - Stage 1,Lightning,Rare
Emolga,37,Noble Victories,Pokémon - Basic,Lightning,Uncommon
Tynamo,38,Noble Victories,Pokémon - Basic,Lightning,Common
Tynamo,39,Noble Victories,Pokémon - Basic,Lightning,Common
Eelektrik,40,Noble Victories,Pokémon - Stage 1,Lightning,Uncommon
Eelektross,41,Noble Victories,Pokémon - Stage 2,Lightning,Rare Holo
Stunfisk,42,Noble Victories,Pokémon - Basic,Lightning,Common
Victini,43,Noble Victories,Pokémon - Basic,Psychic,Rare
Yamask,44,Noble Victories,Pokémon - Basic,Psychic,Common
Yamask,45,Noble Victories,Pokémon - Basic,Psychic,Common
Cofagrigus,46,Noble Victories,Pokémon - Stage 1,Psychic,Rare
Cofagrigus,47,Noble Victories,Pokémon - Stage 1,Psychic,Rare
Trubbish,48,Noble Victories,Pokémon - Basic,Psychic,Common
Garbodor,49,Noble Victories,Pokémon - Stage 1,Psychic,Uncommon
Solosis,50,Noble Victories,Pokémon - Basic,Psychic,Common
Duosion,51,Noble Victories,Pokémon - Stage 1,Psychic,Uncommon
Reuniclus,52,Noble Victories,Pokémon - Stage 2,Psychic,Rare
Reuniclus,53,Noble Victories,Pokémon - Stage 2,Psychic,Rare
Elgyem,54,Noble Victories,Pokémon - Basic,Psychic,Common
Elgyem,55,Noble Victories,Pokémon - Basic,Psychic,Common
Beheeyem,56,Noble Victories,Pokémon - Stage 1,Psychic,Rare
Litwick,57,Noble Victories,Pokémon - Basic,Psychic,Common
Litwick,58,Noble Victories,Pokémon - Basic,Psychic,Common
Lampent,59,Noble Victories,Pokémon - Stage 1,Psychic,Uncommon
Chandelure,60,Noble Victories,Pokémon - Stage 2,Psychic,Rare
Gigalith,61,Noble Victories,Pokémon - Stage 2,Fighting,Rare
Timburr,62,Noble Victories,Pokémon - Basic,Fighting,Common
Gurdurr,63,Noble Victories,Pokémon - Stage 1,Fighting,Uncommon
Conkeldurr,64,Noble Victories,Pokémon - Stage 2,Fighting,Rare Holo
Conkeldurr,65,Noble Victories,Pokémon - Stage 2,Fighting,Rare
Archen,66,Noble Victories,Pokémon - Restored,Fighting,Uncommon
Archeops,67,Noble Victories,Pokémon - Stage 1,Fighting,Rare
Stunfisk,68,Noble Victories,Pokémon - Basic,Fighting,Uncommon
Mienfoo,69,Noble Victories,Pokémon - Basic,Fighting,Common
